date,open,high,low,close,volume
2024-08-27,2515.199951,2523.100098,2506.899902,2516.0,100.0
2024-08-28,2501.0,2501.0,2501.0,2501.0,2353.0
2024-08-29,2504.100098,2525.699951,2503.899902,2525.699951,3966.0
2024-08-30,2519.5,2525.399902,2493.800049,2493.800049,208.0
2024-09-03,2501.600098,2501.800049,2476.300049,2489.899902,206.0
2024-09-04,2490.899902,2493.399902,2483.5,2493.399902,470.0
2024-09-05,2493.699951,2513.300049,2493.399902,2511.399902,54.0
2024-09-06,2510.300049,2517.899902,2483.699951,2493.5,96.0
2024-09-09,2491.300049,2504.699951,2491.300049,2501.800049,96.0
2024-09-10,2512.300049,2512.300049,2512.300049,2512.300049,5.0
2024-09-11,2525.800049,2525.800049,2502.300049,2512.100098,90.0
2024-09-12,2529.100098,2557.0,2523.399902,2551.199951,132.0
2024-09-13,2568.800049,2581.800049,2565.0,2581.300049,31.0
2024-09-16,2580.399902,2580.399902,2580.399902,2580.399902,28.0
2024-09-17,2581.199951,2581.800049,2564.300049,2564.300049,22.0
2024-09-18,2570.699951,2570.699951,2549.199951,2570.699951,25.0
2024-09-19,2566.0,2588.0,2566.0,2588.0,99.0
2024-09-20,2590.399902,2621.800049,2590.399902,2619.899902,17.0
2024-09-23,2626.5,2626.5,2626.5,2626.5,9.0
2024-09-24,2636.800049,2662.300049,2625.5,2651.199951,35.0
2024-09-25,2656.300049,2664.199951,2649.300049,2659.199951,175.0
2024-09-26,2662.300049,2669.899902,2660.800049,2669.899902,17216.0
2024-09-27,2670.0,2672.100098,2641.699951,2644.300049,4228.0
2024-09-30,2660.899902,2662.100098,2623.199951,2636.100098,973.0
2024-10-01,2631.399902,2670.899902,2631.399902,2667.300049,153.0
2024-10-02,2650.600098,2657.199951,2640.0,2647.100098,72.0
2024-10-03,2642.800049,2657.100098,2640.0,2657.100098,354.0
2024-10-04,2656.0,2667.0,2639.0,2645.800049,114.0
2024-10-07,2648.699951,2657.399902,2639.0,2644.800049,284.0
2024-10-08,2639.0,2639.0,2609.300049,2615.0,687.0
2024-10-09,2603.0,2607.699951,2603.0,2606.0,152.0
2024-10-10,2602.5,2628.300049,2602.5,2620.600098,320.0
2024-10-11,2638.300049,2658.100098,2638.199951,2657.600098,12.0
2024-10-14,2655.0,2655.300049,2647.800049,2647.800049,40.0
2024-10-15,2661.399902,2661.399902,2661.399902,2661.399902,39.0
2024-10-16,2674.0,2674.0,2674.0,2674.0,6.0
2024-10-17,2677.399902,2691.699951,2677.199951,2691.0,30.0
2024-10-18,2713.699951,2719.600098,2713.699951,2713.699951,29.0
2024-10-21,2721.899902,2738.399902,2719.5,2723.100098,52.0
2024-10-22,2731.699951,2746.0,2728.600098,2744.199951,93.0
2024-10-23,2742.5,2742.5,2714.199951,2714.399902,18.0
2024-10-24,2729.0,2736.100098,2729.0,2734.899902,27.0
2024-10-25,2725.5,2742.399902,2725.5,2740.899902,29.0
2024-10-28,2736.100098,2742.899902,2729.5,2742.899902,56.0
2024-10-29,2768.399902,2768.399902,2768.399902,2768.399902,848.0
2024-10-30,2774.600098,2789.0,2774.600098,2788.5,231.0
2024-10-31,2787.399902,2787.5,2733.5,2738.300049,849.0
2024-11-01,2745.5,2756.0,2734.199951,2738.600098,109.0
2024-11-04,2736.5,2737.100098,2736.100098,2736.100098,16.0
2024-11-05,2743.0,2743.899902,2740.300049,2740.300049,23.0
2024-11-06,2734.5,2734.5,2659.399902,2667.600098,427.0
2024-11-07,2662.5,2699.100098,2662.5,2698.399902,676.0
2024-11-08,2688.5,2694.600098,2682.899902,2687.5,1038.0
2024-11-11,2671.699951,2671.699951,2611.199951,2611.199951,20.0
2024-11-12,2605.5,2605.5,2592.800049,2600.0,118.0
2024-11-13,2611.100098,2611.800049,2580.800049,2580.800049,53.0
2024-11-14,2555.100098,2576.199951,2554.199951,2568.199951,27.0
2024-11-15,2565.699951,2565.699951,2565.699951,2565.699951,20.0
2024-11-18,2591.699951,2610.699951,2589.399902,2610.600098,136.0
2024-11-19,2621.899902,2627.699951,2619.300049,2627.100098,87.0
2024-11-20,2638.5,2648.199951,2638.5,2648.199951,27.0
2024-11-21,2659.300049,2672.100098,2655.699951,2672.100098,33.0
2024-11-22,2687.5,2710.5,2685.600098,2709.899902,41.0
